pCongFixed	cloudyNode	cloudRadius	rainVolDiscCar	rainVolDiscBus	lanes4Bus	Result
0	14	10	0.6	0.9	1	63.1666666667
0	14	10	0.9	0	0	63.1666666667
0	14	10	0.9	0	1	63.1666666667
0	14	10	0.9	0.3	0	63.1666666667
0	14	10	0.9	0.3	1	63.1666666667
0	14	10	0.9	0.6	0	63.1666666667
0	14	10	0.9	0.6	1	63.1666666667
0	14	10	0.9	0.9	0	63.1666666667
0	14	10	0.9	0.9	1	63.1666666667
0	14	15	0	0	0	63.1666666667
0	14	15	0	0	1	63.1666666667
0	14	15	0	0.3	0	63.1666666667
0	14	15	0	0.3	1	63.1666666667
0	14	15	0	0.6	0	63.1666666667
0	14	15	0	0.6	1	63.1666666667
0	14	15	0	0.9	0	63.1666666667
0	14	15	0	0.9	1	63.1666666667
0	14	15	0.3	0	0	63.1666666667
0	14	15	0.3	0	1	63.1666666667
0	14	15	0.3	0.3	0	63.1666666667
0	14	15	0.3	0.3	1	63.1666666667
0	14	15	0.3	0.6	0	63.1666666667
0	14	15	0.3	0.6	1	63.1666666667
0	14	15	0.3	0.9	0	63.1666666667
0	14	15	0.3	0.9	1	63.1666666667
0	14	15	0.6	0	0	63.1666666667
0	14	15	0.6	0	1	63.1666666667
0	14	15	0.6	0.3	0	63.1666666667
0	14	15	0.6	0.3	1	63.1666666667
0	14	15	0.6	0.6	0	63.1666666667
0	14	15	0.6	0.6	1	63.1666666667
0	14	15	0.6	0.9	0	63.1666666667
0	14	15	0.6	0.9	1	63.1666666667
0	14	15	0.9	0	0	63.1666666667
0	14	15	0.9	0	1	63.1666666667
0	14	15	0.9	0.3	0	63.1666666667
0	14	15	0.9	0.3	1	63.1666666667
0	14	15	0.9	0.6	0	63.1666666667
0	14	15	0.9	0.6	1	63.1666666667
0	14	15	0.9	0.9	0	63.1666666667
0	14	15	0.9	0.9	1	63.1666666667
0	14	20	0	0	0	66.1666666667
0	14	20	0	0	1	66.1666666667
0	14	20	0	0.3	0	66.1666666667
0	14	20	0	0.3	1	66.1666666667
0	14	20	0	0.6	0	66.1666666667
0	14	20	0	0.6	1	66.1666666667
0	14	20	0	0.9	0	66.1666666667
0	14	20	0	0.9	1	66.1666666667
0	14	20	0.3	0	0	66.1666666667
0	14	20	0.3	0	1	66.1666666667
0	14	20	0.3	0.3	0	66.1666666667
0	14	20	0.3	0.3	1	66.1666666667
0	14	20	0.3	0.6	0	66.1666666667
0	14	20	0.3	0.6	1	66.1666666667
0	14	20	0.3	0.9	0	66.1666666667
0	14	20	0.3	0.9	1	66.1666666667
0	14	20	0.6	0	0	66.1666666667
0	14	20	0.6	0	1	66.1666666667
0	14	20	0.6	0.3	0	66.1666666667
0	14	20	0.6	0.3	1	66.1666666667
0	14	20	0.6	0.6	0	66.1666666667
0	14	20	0.6	0.6	1	66.1666666667
0	14	20	0.6	0.9	0	66.1666666667
0	14	20	0.6	0.9	1	66.1666666667
0	14	20	0.9	0	0	63.8333333333
0	14	20	0.9	0	1	63.8333333333
0	14	20	0.9	0.3	0	63.8333333333
0	14	20	0.9	0.3	1	63.8333333333
0	14	20	0.9	0.6	0	63.8333333333
0	14	20	0.9	0.6	1	63.8333333333
0	14	20	0.9	0.9	0	63.8333333333
0	14	20	0.9	0.9	1	63.8333333333
0	14	25	0	0	0	66.1666666667
0	14	25	0	0	1	66.1666666667
0	14	25	0	0.3	0	66.1666666667
0	14	25	0	0.3	1	66.1666666667
0	14	25	0	0.6	0	66.1666666667
0	14	25	0	0.6	1	66.1666666667
0	14	25	0	0.9	0	66.1666666667
0	14	25	0	0.9	1	66.1666666667
0	14	25	0.3	0	0	66.1666666667
0	14	25	0.3	0	1	66.1666666667
0	14	25	0.3	0.3	0	66.1666666667
0	14	25	0.3	0.3	1	66.1666666667
0	14	25	0.3	0.6	0	66.1666666667
0	14	25	0.3	0.6	1	66.1666666667
0	14	25	0.3	0.9	0	66.1666666667
0	14	25	0.3	0.9	1	66.1666666667
0	14	25	0.6	0	0	66.1666666667
0	14	25	0.6	0	1	66.1666666667
0	14	25	0.6	0.3	0	66.1666666667
0	14	25	0.6	0.3	1	66.1666666667
0	14	25	0.6	0.6	0	66.1666666667
0	14	25	0.6	0.6	1	66.1666666667
0	14	25	0.6	0.9	0	66.1666666667
0	14	25	0.6	0.9	1	66.1666666667
0	14	25	0.9	0	0	65.5
0	14	25	0.9	0	1	65.5
0	14	25	0.9	0.3	0	65.5
0	14	25	0.9	0.3	1	65.5
0	14	25	0.9	0.6	0	65.5
0	14	25	0.9	0.6	1	65.5
0	14	25	0.9	0.9	0	65.5
0	14	25	0.9	0.9	1	65.5
0	14	30	0	0	0	114.25
0	14	30	0	0	1	114.25
0	14	30	0	0.3	0	104.25
0	14	30	0	0.3	1	104.25
0	14	30	0	0.6	0	79.25
0	14	30	0	0.6	1	79.25
0	14	30	0	0.9	0	70.9166666667
0	14	30	0	0.9	1	70.9166666667
0	14	30	0.3	0	0	94.1666666667
0	14	30	0.3	0	1	94.1666666667
0	14	30	0.3	0.3	0	94.1666666667
0	14	30	0.3	0.3	1	94.1666666667
0	14	30	0.3	0.6	0	79.25
0	14	30	0.3	0.6	1	79.25
0	14	30	0.3	0.9	0	70.9166666667
0	14	30	0.3	0.9	1	70.9166666667
0	14	30	0.6	0	0	74.1666666667
0	14	30	0.6	0	1	74.1666666667
0	14	30	0.6	0.3	0	74.1666666667
0	14	30	0.6	0.3	1	74.1666666667
0	14	30	0.6	0.6	0	74.1666666667
0	14	30	0.6	0.6	1	74.1666666667
0	14	30	0.6	0.9	0	70.9166666667
0	14	30	0.6	0.9	1	70.9166666667
0	14	30	0.9	0	0	66.1666666667
0	14	30	0.9	0	1	66.1666666667
0	14	30	0.9	0.3	0	66.1666666667
0	14	30	0.9	0.3	1	66.1666666667
0	14	30	0.9	0.6	0	66.1666666667
0	14	30	0.9	0.6	1	66.1666666667
0	14	30	0.9	0.9	0	66.1666666667
0	14	30	0.9	0.9	1	66.1666666667
0	15	5	0	0	0	63.1666666667
0	15	5	0	0	1	63.1666666667
0	15	5	0	0.3	0	63.1666666667
0	15	5	0	0.3	1	63.1666666667
0	15	5	0	0.6	0	63.1666666667
0	15	5	0	0.6	1	63.1666666667
0	15	5	0	0.9	0	63.1666666667
0	15	5	0	0.9	1	63.1666666667
0	15	5	0.3	0	0	63.1666666667
0	15	5	0.3	0	1	63.1666666667
0	15	5	0.3	0.3	0	63.1666666667
0	15	5	0.3	0.3	1	63.1666666667
0	15	5	0.3	0.6	0	63.1666666667
0	15	5	0.3	0.6	1	63.1666666667
0	15	5	0.3	0.9	0	63.1666666667
0	15	5	0.3	0.9	1	63.1666666667
0	15	5	0.6	0	0	63.1666666667
0	15	5	0.6	0	1	63.1666666667
0	15	5	0.6	0.3	0	63.1666666667
0	15	5	0.6	0.3	1	63.1666666667
0	15	5	0.6	0.6	0	63.1666666667
0	15	5	0.6	0.6	1	63.1666666667
0	15	5	0.6	0.9	0	63.1666666667
0	15	5	0.6	0.9	1	63.1666666667
0	15	5	0.9	0	0	63.1666666667
0	15	5	0.9	0	1	63.1666666667
0	15	5	0.9	0.3	0	63.1666666667
0	15	5	0.9	0.3	1	63.1666666667
0	15	5	0.9	0.6	0	63.1666666667
0	15	5	0.9	0.6	1	63.1666666667
0	15	5	0.9	0.9	0	63.1666666667
0	15	5	0.9	0.9	1	63.1666666667
0	15	10	0	0	0	66.1666666667
0	15	10	0	0	1	66.1666666667
0	15	10	0	0.3	0	66.1666666667
0	15	10	0	0.3	1	66.1666666667
0	15	10	0	0.6	0	66.1666666667
0	15	10	0	0.6	1	66.1666666667
0	15	10	0	0.9	0	66.1666666667
0	15	10	0	0.9	1	66.1666666667
0	15	10	0.3	0	0	66.1666666667
0	15	10	0.3	0	1	66.1666666667
0	15	10	0.3	0.3	0	66.1666666667
0	15	10	0.3	0.3	1	66.1666666667
0	15	10	0.3	0.6	0	66.1666666667
0	15	10	0.3	0.6	1	66.1666666667
0	15	10	0.3	0.9	0	66.1666666667
0	15	10	0.3	0.9	1	66.1666666667
0	15	10	0.6	0	0	66.1666666667
0	15	10	0.6	0	1	66.1666666667
0	15	10	0.6	0.3	0	66.1666666667
0	15	10	0.6	0.3	1	66.1666666667
0	15	10	0.6	0.6	0	66.1666666667
0	15	10	0.6	0.6	1	66.1666666667
0	15	10	0.6	0.9	0	66.1666666667
0	15	10	0.6	0.9	1	66.1666666667
0	15	10	0.9	0	0	63.8333333333
0	15	10	0.9	0	1	63.8333333333
0	15	10	0.9	0.3	0	63.8333333333
0	15	10	0.9	0.3	1	63.8333333333
0	15	10	0.9	0.6	0	63.8333333333
0	15	10	0.9	0.6	1	63.8333333333
0	15	10	0.9	0.9	0	63.8333333333
0	15	10	0.9	0.9	1	63.8333333333
0	15	15	0	0	0	66.1666666667
0	15	15	0	0	1	66.1666666667
0	15	15	0	0.3	0	66.1666666667
0	15	15	0	0.3	1	66.1666666667
0	15	15	0	0.6	0	66.1666666667
0	15	15	0	0.6	1	66.1666666667
0	15	15	0	0.9	0	66.1666666667
0	15	15	0	0.9	1	66.1666666667
0	15	15	0.3	0	0	66.1666666667
0	15	15	0.3	0	1	66.1666666667
0	15	15	0.3	0.3	0	66.1666666667
0	15	15	0.3	0.3	1	66.1666666667
0	15	15	0.3	0.6	0	66.1666666667
0	15	15	0.3	0.6	1	66.1666666667
0	15	15	0.3	0.9	0	66.1666666667
0	15	15	0.3	0.9	1	66.1666666667
0	15	15	0.6	0	0	66.1666666667
0	15	15	0.6	0	1	66.1666666667
0	15	15	0.6	0.3	0	66.1666666667
0	15	15	0.6	0.3	1	66.1666666667
0	15	15	0.6	0.6	0	66.1666666667
0	15	15	0.6	0.6	1	66.1666666667
0	15	15	0.6	0.9	0	66.1666666667
0	15	15	0.6	0.9	1	66.1666666667
0	15	15	0.9	0	0	64.8333333333
0	15	15	0.9	0	1	64.8333333333
0	15	15	0.9	0.3	0	64.8333333333
0	15	15	0.9	0.3	1	64.8333333333
0	15	15	0.9	0.6	0	64.8333333333
0	15	15	0.9	0.6	1	64.8333333333
0	15	15	0.9	0.9	0	64.8333333333
0	15	15	0.9	0.9	1	64.8333333333
0	15	20	0	0	0	114.25
0	15	20	0	0	1	114.25
0	15	20	0	0.3	0	104.25
0	15	20	0	0.3	1	104.25
0	15	20	0	0.6	0	79.25
0	15	20	0	0.6	1	79.25
0	15	20	0	0.9	0	70.9166666667
0	15	20	0	0.9	1	70.9166666667
0	15	20	0.3	0	0	94.1666666667
0	15	20	0.3	0	1	94.1666666667
0	15	20	0.3	0.3	0	94.1666666667
0	15	20	0.3	0.3	1	94.1666666667
0	15	20	0.3	0.6	0	79.25
0	15	20	0.3	0.6	1	79.25
0	15	20	0.3	0.9	0	70.9166666667
0	15	20	0.3	0.9	1	70.9166666667
0	15	20	0.6	0	0	74.1666666667
0	15	20	0.6	0	1	74.1666666667
0	15	20	0.6	0.3	0	74.1666666667
0	15	20	0.6	0.3	1	74.1666666667
0	15	20	0.6	0.6	0	74.1666666667
0	15	20	0.6	0.6	1	74.1666666667
0	15	20	0.6	0.9	0	70.9166666667
0	15	20	0.6	0.9	1	70.9166666667
0	15	20	0.9	0	0	66.1666666667
0	15	20	0.9	0	1	66.1666666667
0	15	20	0.9	0.3	0	66.1666666667
0	15	20	0.9	0.3	1	66.1666666667
0	15	20	0.9	0.6	0	66.1666666667
0	15	20	0.9	0.6	1	66.1666666667
0	15	20	0.9	0.9	0	66.1666666667
0	15	20	0.9	0.9	1	66.1666666667
0	15	25	0	0	0	114.25
0	15	25	0	0	1	114.25
0	15	25	0	0.3	0	104.25
0	15	25	0	0.3	1	104.25
0	15	25	0	0.6	0	79.25
0	15	25	0	0.6	1	79.25
0	15	25	0	0.9	0	70.9166666667
0	15	25	0	0.9	1	70.9166666667
0	15	25	0.3	0	0	94.1666666667
0	15	25	0.3	0	1	94.1666666667
0	15	25	0.3	0.3	0	94.1666666667
0	15	25	0.3	0.3	1	94.1666666667
0	15	25	0.3	0.6	0	79.25
0	15	25	0.3	0.6	1	79.25
0	15	25	0.3	0.9	0	70.9166666667
0	15	25	0.3	0.9	1	70.9166666667
0	15	25	0.6	0	0	74.1666666667
0	15	25	0.6	0	1	74.1666666667
0	15	25	0.6	0.3	0	74.1666666667
0	15	25	0.6	0.3	1	74.1666666667
0	15	25	0.6	0.6	0	74.1666666667
0	15	25	0.6	0.6	1	74.1666666667
0	15	25	0.6	0.9	0	70.9166666667
0	15	25	0.6	0.9	1	70.9166666667
0	15	25	0.9	0	0	66.1666666667
0	15	25	0.9	0	1	66.1666666667
0	15	25	0.9	0.3	0	66.1666666667
0	15	25	0.9	0.3	1	66.1666666667
0	15	25	0.9	0.6	0	66.1666666667
0	15	25	0.9	0.6	1	66.1666666667
0	15	25	0.9	0.9	0	66.1666666667
0	15	25	0.9	0.9	1	66.1666666667
0	15	30	0	0	0	138.25
0	15	30	0	0	1	138.25
0	15	30	0	0.3	0	123.25
0	15	30	0	0.3	1	123.25
0	15	30	0	0.6	0	85.75
0	15	30	0	0.6	1	85.75
0	15	30	0	0.9	0	73.25
0	15	30	0	0.9	1	73.25
0	15	30	0.3	0	0	108.166666667
0	15	30	0.3	0	1	108.166666667
0	15	30	0.3	0.3	0	108.166666667
0	15	30	0.3	0.3	1	108.166666667
0	15	30	0.3	0.6	0	85.75
0	15	30	0.3	0.6	1	85.75
0	15	30	0.3	0.9	0	73.25
0	15	30	0.3	0.9	1	73.25
0	15	30	0.6	0	0	78.1666666667
0	15	30	0.6	0	1	78.1666666667
0	15	30	0.6	0.3	0	78.1666666667
0	15	30	0.6	0.3	1	78.1666666667
0	15	30	0.6	0.6	0	78.1666666667
0	15	30	0.6	0.6	1	78.1666666667
0	15	30	0.6	0.9	0	73.25
0	15	30	0.6	0.9	1	73.25
0	15	30	0.9	0	0	66.8333333333
0	15	30	0.9	0	1	66.8333333333
0	15	30	0.9	0.3	0	66.8333333333
0	15	30	0.9	0.3	1	66.8333333333
0	15	30	0.9	0.6	0	66.8333333333
0	15	30	0.9	0.6	1	66.8333333333
0	15	30	0.9	0.9	0	66.8333333333
0	15	30	0.9	0.9	1	66.8333333333
0	16	5	0	0	0	66.1666666667
0	16	5	0	0	1	66.1666666667
0	16	5	0	0.3	0	66.1666666667
0	16	5	0	0.3	1	66.1666666667
0	16	5	0	0.6	0	66.1666666667
0	16	5	0	0.6	1	66.1666666667
0	16	5	0	0.9	0	66.1666666667
0	16	5	0	0.9	1	66.1666666667
0	16	5	0.3	0	0	66.1666666667
0	16	5	0.3	0	1	66.1666666667
0	16	5	0.3	0.3	0	66.1666666667
0	16	5	0.3	0.3	1	66.1666666667
0	16	5	0.3	0.6	0	66.1666666667
0	16	5	0.3	0.6	1	66.1666666667
0	16	5	0.3	0.9	0	66.1666666667
0	16	5	0.3	0.9	1	66.1666666667
0	16	5	0.6	0	0	66.1666666667
0	16	5	0.6	0	1	66.1666666667
0	16	5	0.6	0.3	0	66.1666666667
0	16	5	0.6	0.3	1	66.1666666667
0	16	5	0.6	0.6	0	66.1666666667
0	16	5	0.6	0.6	1	66.1666666667
0	16	5	0.6	0.9	0	66.1666666667
0	16	5	0.6	0.9	1	66.1666666667
0	16	5	0.9	0	0	63.8333333333
0	16	5	0.9	0	1	63.8333333333
0	16	5	0.9	0.3	0	63.8333333333
0	16	5	0.9	0.3	1	63.8333333333
0	16	5	0.9	0.6	0	63.8333333333
0	16	5	0.9	0.6	1	63.8333333333
0	16	5	0.9	0.9	0	63.8333333333
0	16	5	0.9	0.9	1	63.8333333333
0	16	10	0	0	0	114.25
0	16	10	0	0	1	114.25
0	16	10	0	0.3	0	104.25
0	16	10	0	0.3	1	104.25
0	16	10	0	0.6	0	79.25
0	16	10	0	0.6	1	79.25
0	16	10	0	0.9	0	70.9166666667
0	16	10	0	0.9	1	70.9166666667
0	16	10	0.3	0	0	94.1666666667
0	16	10	0.3	0	1	94.1666666667
0	16	10	0.3	0.3	0	94.1666666667
0	16	10	0.3	0.3	1	94.1666666667
0	16	10	0.3	0.6	0	79.25
0	16	10	0.3	0.6	1	79.25
0	16	10	0.3	0.9	0	70.9166666667
0	16	10	0.3	0.9	1	70.9166666667
0	16	10	0.6	0	0	74.1666666667
0	16	10	0.6	0	1	74.1666666667
0	16	10	0.6	0.3	0	74.1666666667
0	16	10	0.6	0.3	1	74.1666666667
0	16	10	0.6	0.6	0	74.1666666667
0	16	10	0.6	0.6	1	74.1666666667
0	16	10	0.6	0.9	0	70.9166666667
0	16	10	0.6	0.9	1	70.9166666667
0	16	10	0.9	0	0	65.5
0	16	10	0.9	0	1	65.5
0	16	10	0.9	0.3	0	65.5
0	16	10	0.9	0.3	1	65.5
0	16	10	0.9	0.6	0	65.5
0	16	10	0.9	0.6	1	65.5
0	16	10	0.9	0.9	0	65.5
0	16	10	0.9	0.9	1	65.5
0	16	15	0	0	0	114.25
0	16	15	0	0	1	114.25
0	16	15	0	0.3	0	104.25
0	16	15	0	0.3	1	104.25
0	16	15	0	0.6	0	79.25
0	16	15	0	0.6	1	79.25
0	16	15	0	0.9	0	70.9166666667
0	16	15	0	0.9	1	70.9166666667
0	16	15	0.3	0	0	94.1666666667
0	16	15	0.3	0	1	94.1666666667
0	16	15	0.3	0.3	0	94.1666666667
0	16	15	0.3	0.3	1	94.1666666667
0	16	15	0.3	0.6	0	79.25
0	16	15	0.3	0.6	1	79.25
0	16	15	0.3	0.9	0	70.9166666667
0	16	15	0.3	0.9	1	70.9166666667
0	16	15	0.6	0	0	74.1666666667
0	16	15	0.6	0	1	74.1666666667
0	16	15	0.6	0.3	0	74.1666666667
0	16	15	0.6	0.3	1	74.1666666667
0	16	15	0.6	0.6	0	74.1666666667
0	16	15	0.6	0.6	1	74.1666666667
0	16	15	0.6	0.9	0	70.9166666667
0	16	15	0.6	0.9	1	70.9166666667
0	16	15	0.9	0	0	65.5
0	16	15	0.9	0	1	65.5
0	16	15	0.9	0.3	0	65.5
0	16	15	0.9	0.3	1	65.5
0	16	15	0.9	0.6	0	65.5
0	16	15	0.9	0.6	1	65.5
0	16	15	0.9	0.9	0	65.5
0	16	15	0.9	0.9	1	65.5
0	16	20	0	0	0	114.25
0	16	20	0	0	1	114.25
0	16	20	0	0.3	0	104.25
0	16	20	0	0.3	1	104.25
0	16	20	0	0.6	0	79.25
0	16	20	0	0.6	1	79.25
0	16	20	0	0.9	0	70.9166666667
0	16	20	0	0.9	1	70.9166666667
0	16	20	0.3	0	0	94.1666666667
0	16	20	0.3	0	1	94.1666666667
0	16	20	0.3	0.3	0	94.1666666667
0	16	20	0.3	0.3	1	94.1666666667
0	16	20	0.3	0.6	0	79.25
0	16	20	0.3	0.6	1	79.25
0	16	20	0.3	0.9	0	70.9166666667
0	16	20	0.3	0.9	1	70.9166666667
0	16	20	0.6	0	0	74.1666666667
0	16	20	0.6	0	1	74.1666666667
0	16	20	0.6	0.3	0	74.1666666667
0	16	20	0.6	0.3	1	74.1666666667
0	16	20	0.6	0.6	0	74.1666666667
0	16	20	0.6	0.6	1	74.1666666667
0	16	20	0.6	0.9	0	70.9166666667
0	16	20	0.6	0.9	1	70.9166666667
0	16	20	0.9	0	0	65.5
0	16	20	0.9	0	1	65.5
0	16	20	0.9	0.3	0	65.5
0	16	20	0.9	0.3	1	65.5
0	16	20	0.9	0.6	0	65.5
0	16	20	0.9	0.6	1	65.5
0	16	20	0.9	0.9	0	65.5
0	16	20	0.9	0.9	1	65.5
0	16	25	0	0	0	138.25
0	16	25	0	0	1	138.25
0	16	25	0	0.3	0	123.25
0	16	25	0	0.3	1	123.25
0	16	25	0	0.6	0	85.75
0	16	25	0	0.6	1	85.75
0	16	25	0	0.9	0	73.25
0	16	25	0	0.9	1	73.25
0	16	25	0.3	0	0	108.166666667
0	16	25	0.3	0	1	108.166666667
0	16	25	0.3	0.3	0	108.166666667
0	16	25	0.3	0.3	1	108.166666667
0	16	25	0.3	0.6	0	85.75
0	16	25	0.3	0.6	1	85.75
0	16	25	0.3	0.9	0	73.25
0	16	25	0.3	0.9	1	73.25
0	16	25	0.6	0	0	78.1666666667
0	16	25	0.6	0	1	78.1666666667
0	16	25	0.6	0.3	0	78.1666666667
0	16	25	0.6	0.3	1	78.1666666667
0	16	25	0.6	0.6	0	78.1666666667
0	16	25	0.6	0.6	1	78.1666666667
0	16	25	0.6	0.9	0	73.25
0	16	25	0.6	0.9	1	73.25
0	16	25	0.9	0	0	66.1666666667
0	16	25	0.9	0	1	66.1666666667
0	16	25	0.9	0.3	0	66.1666666667
0	16	25	0.9	0.3	1	66.1666666667
0	16	25	0.9	0.6	0	66.1666666667
0	16	25	0.9	0.6	1	66.1666666667
0	16	25	0.9	0.9	0	66.1666666667
0	16	25	0.9	0.9	1	66.1666666667
0	16	30	0	0	0	138.25
0	16	30	0	0	1	138.25
0	16	30	0	0.3	0	123.25
0	16	30	0	0.3	1	123.25
0	16	30	0	0.6	0	85.75
0	16	30	0	0.6	1	85.75
0	16	30	0	0.9	0	73.25
0	16	30	0	0.9	1	73.25
0	16	30	0.3	0	0	108.166666667
0	16	30	0.3	0	1	108.166666667
0	16	30	0.3	0.3	0	108.166666667
0	16	30	0.3	0.3	1	108.166666667
0	16	30	0.3	0.6	0	85.75
0	16	30	0.3	0.6	1	85.75
0	16	30	0.3	0.9	0	73.25
0	16	30	0.3	0.9	1	73.25
0	16	30	0.6	0	0	78.1666666667
0	16	30	0.6	0	1	78.1666666667
0	16	30	0.6	0.3	0	78.1666666667
0	16	30	0.6	0.3	1	78.1666666667
0	16	30	0.6	0.6	0	78.1666666667
0	16	30	0.6	0.6	1	78.1666666667
0	16	30	0.6	0.9	0	73.25
0	16	30	0.6	0.9	1	73.25
0	16	30	0.9	0	0	66.1666666667
0	16	30	0.9	0	1	66.1666666667
0	16	30	0.9	0.3	0	66.1666666667
0	16	30	0.9	0.3	1	66.1666666667
0	16	30	0.9	0.6	0	66.1666666667
0	16	30	0.9	0.6	1	66.1666666667
0	16	30	0.9	0.9	0	66.1666666667
0	16	30	0.9	0.9	1	66.1666666667
0	17	5	0	0	0	111.25
0	17	5	0	0	1	111.25
0	17	5	0	0.3	0	83.75
0	17	5	0	0.3	1	83.75
0	17	5	0	0.6	0	71.25
0	17	5	0	0.6	1	71.25
0	17	5	0	0.9	0	67.0833333333
0	17	5	0	0.9	1	67.0833333333
0	17	5	0.3	0	0	77.1666666667
0	17	5	0.3	0	1	77.1666666667
0	17	5	0.3	0.3	0	77.1666666667
0	17	5	0.3	0.3	1	77.1666666667
0	17	5	0.3	0.6	0	71.25
0	17	5	0.3	0.6	1	71.25
0	17	5	0.3	0.9	0	67.0833333333
0	17	5	0.3	0.9	1	67.0833333333
0	17	5	0.6	0	0	67.1666666667
0	17	5	0.6	0	1	67.1666666667
0	17	5	0.6	0.3	0	67.1666666667
0	17	5	0.6	0.3	1	67.1666666667
0	17	5	0.6	0.6	0	67.1666666667
0	17	5	0.6	0.6	1	67.1666666667
0	17	5	0.6	0.9	0	67.0833333333
0	17	5	0.6	0.9	1	67.0833333333
0	17	5	0.9	0	0	63.8333333333
0	17	5	0.9	0	1	63.8333333333
0	17	5	0.9	0.3	0	63.8333333333
0	17	5	0.9	0.3	1	63.8333333333
0	17	5	0.9	0.6	0	63.8333333333
0	17	5	0.9	0.6	1	63.8333333333
0	17	5	0.9	0.9	0	63.8333333333
0	17	5	0.9	0.9	1	63.8333333333
0	17	10	0	0	0	111.25
0	17	10	0	0	1	111.25
0	17	10	0	0.3	0	101.25
0	17	10	0	0.3	1	101.25
0	17	10	0	0.6	0	76.25
0	17	10	0	0.6	1	76.25
0	17	10	0	0.9	0	67.9166666667
0	17	10	0	0.9	1	67.9166666667
0	17	10	0.3	0	0	91.1666666667
0	17	10	0.3	0	1	91.1666666667
0	17	10	0.3	0.3	0	91.1666666667
0	17	10	0.3	0.3	1	91.1666666667
0	17	10	0.3	0.6	0	76.25
0	17	10	0.3	0.6	1	76.25
0	17	10	0.3	0.9	0	67.9166666667
0	17	10	0.3	0.9	1	67.9166666667
0	17	10	0.6	0	0	71.1666666667
0	17	10	0.6	0	1	71.1666666667
0	17	10	0.6	0.3	0	71.1666666667
0	17	10	0.6	0.3	1	71.1666666667
0	17	10	0.6	0.6	0	71.1666666667
0	17	10	0.6	0.6	1	71.1666666667
0	17	10	0.6	0.9	0	67.9166666667
0	17	10	0.6	0.9	1	67.9166666667
0	17	10	0.9	0	0	64.5
0	17	10	0.9	0	1	64.5
0	17	10	0.9	0.3	0	64.5
0	17	10	0.9	0.3	1	64.5
0	17	10	0.9	0.6	0	64.5
0	17	10	0.9	0.6	1	64.5
0	17	10	0.9	0.9	0	64.5
0	17	10	0.9	0.9	1	64.5
0	17	15	0	0	0	114.25
0	17	15	0	0	1	114.25
0	17	15	0	0.3	0	104.25
0	17	15	0	0.3	1	104.25
0	17	15	0	0.6	0	79.25
0	17	15	0	0.6	1	79.25
0	17	15	0	0.9	0	70.9166666667
0	17	15	0	0.9	1	70.9166666667
0	17	15	0.3	0	0	94.1666666667
0	17	15	0.3	0	1	94.1666666667
0	17	15	0.3	0.3	0	94.1666666667
0	17	15	0.3	0.3	1	94.1666666667
0	17	15	0.3	0.6	0	79.25
0	17	15	0.3	0.6	1	79.25
0	17	15	0.3	0.9	0	70.9166666667
0	17	15	0.3	0.9	1	70.9166666667
0	17	15	0.6	0	0	74.1666666667
0	17	15	0.6	0	1	74.1666666667
0	17	15	0.6	0.3	0	74.1666666667
0	17	15	0.6	0.3	1	74.1666666667
0	17	15	0.6	0.6	0	74.1666666667
0	17	15	0.6	0.6	1	74.1666666667
0	17	15	0.6	0.9	0	70.9166666667
0	17	15	0.6	0.9	1	70.9166666667
0	17	15	0.9	0	0	65.5
0	17	15	0.9	0	1	65.5
0	17	15	0.9	0.3	0	65.5
0	17	15	0.9	0.3	1	65.5
0	17	15	0.9	0.6	0	65.5
0	17	15	0.9	0.6	1	65.5
0	17	15	0.9	0.9	0	65.5
0	17	15	0.9	0.9	1	65.5
0	17	20	0	0	0	138.25
0	17	20	0	0	1	138.25
0	17	20	0	0.3	0	123.25
0	17	20	0	0.3	1	123.25
0	17	20	0	0.6	0	85.75
0	17	20	0	0.6	1	85.75
0	17	20	0	0.9	0	71.4166666667
0	17	20	0	0.9	1	71.4166666667
0	17	20	0.3	0	0	108.166666667
0	17	20	0.3	0	1	108.166666667
0	17	20	0.3	0.3	0	108.166666667
0	17	20	0.3	0.3	1	108.166666667
0	17	20	0.3	0.6	0	85.75
0	17	20	0.3	0.6	1	85.75
0	17	20	0.3	0.9	0	71.4166666667
0	17	20	0.3	0.9	1	71.4166666667
0	17	20	0.6	0	0	77.1666666667
0	17	20	0.6	0	1	77.1666666667
0	17	20	0.6	0.3	0	77.1666666667
0	17	20	0.6	0.3	1	77.1666666667
0	17	20	0.6	0.6	0	77.1666666667
0	17	20	0.6	0.6	1	77.1666666667
0	17	20	0.6	0.9	0	71.4166666667
0	17	20	0.6	0.9	1	71.4166666667
0	17	20	0.9	0	0	65.5
0	17	20	0.9	0	1	65.5
0	17	20	0.9	0.3	0	65.5
0	17	20	0.9	0.3	1	65.5
0	17	20	0.9	0.6	0	65.5
0	17	20	0.9	0.6	1	65.5
0	17	20	0.9	0.9	0	65.5
0	17	20	0.9	0.9	1	65.5
0	17	25	0	0	0	138.25
0	17	25	0	0	1	138.25
0	17	25	0	0.3	0	123.25
0	17	25	0	0.3	1	123.25
0	17	25	0	0.6	0	85.75
0	17	25	0	0.6	1	85.75
0	17	25	0	0.9	0	71.4166666667
0	17	25	0	0.9	1	71.4166666667
0	17	25	0.3	0	0	108.166666667
0	17	25	0.3	0	1	108.166666667
0	17	25	0.3	0.3	0	108.166666667
