disabledNode	disabledLink	pCongFixed	Result
11	20	0.9	147.333333333
11	21	0	32.5833333333
11	21	0.3	44.4761904762
11	21	0.6	68.5833333333
11	21	0.9	147.333333333
11	22	0	35.0833333333
11	22	0.3	47.9642857143
11	22	0.6	74.75
11	22	0.9	162.25
11	23	0	32.5833333333
11	23	0.3	44.4761904762
11	23	0.6	68.5833333333
11	23	0.9	147.333333333
11	24	0	32.5833333333
11	24	0.3	44.4761904762
11	24	0.6	68.5833333333
11	24	0.9	147.333333333
11	25	0	35.0833333333
11	25	0.3	47.9642857143
11	25	0.6	74.75
11	25	0.9	162.25
12	1	0	32.5833333333
12	1	0.3	43.3095238095
12	1	0.6	48.6666666667
12	1	0.9	66.1666666667
12	2	0	32.5833333333
12	2	0.3	43.3095238095
12	2	0.6	48.6666666667
12	2	0.9	66.1666666667
12	3	0	32.5833333333
12	3	0.3	45.4523809524
12	3	0.6	73.6666666667
12	3	0.9	126.166666667
12	4	0	32.5833333333
12	4	0.3	43.3095238095
12	4	0.6	48.6666666667
12	4	0.9	66.1666666667
12	5	0	32.5833333333
12	5	0.3	43.3095238095
12	5	0.6	48.6666666667
12	5	0.9	66.1666666667
12	6	0	32.5833333333
12	6	0.3	43.3095238095
12	6	0.6	48.6666666667
12	6	0.9	66.1666666667
12	7	0	32.5833333333
12	7	0.3	43.3095238095
12	7	0.6	48.6666666667
12	7	0.9	66.1666666667
12	8	0	32.5833333333
12	8	0.3	43.3095238095
12	8	0.6	48.6666666667
12	8	0.9	66.1666666667
12	9	0	32.5833333333
12	9	0.3	45.4523809524
12	9	0.6	74.75
12	9	0.9	150.166666667
12	10	0	32.5833333333
12	10	0.3	43.3095238095
12	10	0.6	48.6666666667
12	10	0.9	66.1666666667
12	11	0	32.5833333333
12	11	0.3	43.3095238095
12	11	0.6	48.6666666667
12	11	0.9	66.1666666667
12	12	0	32.5833333333
12	12	0.3	43.3095238095
12	12	0.6	48.6666666667
12	12	0.9	66.1666666667
12	13	0	32.5833333333
12	13	0.3	43.3095238095
12	13	0.6	48.6666666667
12	13	0.9	66.1666666667
12	14	0	32.5833333333
12	14	0.3	44.4761904762
12	14	0.6	68.5833333333
12	14	0.9	147.333333333
12	15	0	32.5833333333
12	15	0.3	43.3095238095
12	15	0.6	48.6666666667
12	15	0.9	66.1666666667
12	16	0	35.0833333333
12	16	0.3	43.3095238095
12	16	0.6	48.6666666667
12	16	0.9	66.1666666667
12	17	0	32.5833333333
12	17	0.3	43.3095238095
12	17	0.6	48.6666666667
12	17	0.9	66.1666666667
12	18	0	32.5833333333
12	18	0.3	43.3095238095
12	18	0.6	48.6666666667
12	18	0.9	66.1666666667
12	19	0	32.5833333333
12	19	0.3	43.3095238095
12	19	0.6	48.6666666667
12	19	0.9	66.1666666667
12	20	0	32.5833333333
12	20	0.3	44.4761904762
12	20	0.6	68.5833333333
12	20	0.9	147.333333333
12	21	0	32.5833333333
12	21	0.3	43.3095238095
12	21	0.6	48.6666666667
12	21	0.9	66.1666666667
12	22	0	35.0833333333
12	22	0.3	43.3095238095
12	22	0.6	48.6666666667
12	22	0.9	66.1666666667
12	23	0	32.5833333333
12	23	0.3	43.3095238095
12	23	0.6	48.6666666667
12	23	0.9	66.1666666667
12	24	0	32.5833333333
12	24	0.3	43.3095238095
12	24	0.6	48.6666666667
12	24	0.9	66.1666666667
12	25	0	35.0833333333
12	25	0.3	47.9642857143
12	25	0.6	74.75
12	25	0.9	162.25
13	1	0	35.0833333333
13	1	0.3	43.3095238095
13	1	0.6	48.6666666667
13	1	0.9	66.1666666667
13	2	0	35.0833333333
13	2	0.3	43.3095238095
13	2	0.6	48.6666666667
13	2	0.9	66.1666666667
13	3	0	35.0833333333
13	3	0.3	49.0238095238
13	3	0.6	73.6666666667
13	3	0.9	126.166666667
13	4	0	35.0833333333
13	4	0.3	43.3095238095
13	4	0.6	48.6666666667
13	4	0.9	66.1666666667
13	5	0	35.0833333333
13	5	0.3	43.3095238095
13	5	0.6	48.6666666667
13	5	0.9	66.1666666667
13	6	0	35.0833333333
13	6	0.3	43.3095238095
13	6	0.6	48.6666666667
13	6	0.9	66.1666666667
13	7	0	35.0833333333
13	7	0.3	43.3095238095
13	7	0.6	48.6666666667
13	7	0.9	66.1666666667
13	8	0	35.0833333333
13	8	0.3	43.3095238095
13	8	0.6	48.6666666667
13	8	0.9	66.1666666667
13	9	0	35.0833333333
13	9	0.3	47.9642857143
13	9	0.6	74.75
13	9	0.9	150.166666667
13	10	0	35.0833333333
13	10	0.3	43.3095238095
13	10	0.6	48.6666666667
13	10	0.9	66.1666666667
13	11	0	35.0833333333
13	11	0.3	43.3095238095
13	11	0.6	48.6666666667
13	11	0.9	66.1666666667
13	12	0	35.0833333333
13	12	0.3	43.3095238095
13	12	0.6	48.6666666667
13	12	0.9	66.1666666667
13	13	0	35.0833333333
13	13	0.3	43.3095238095
13	13	0.6	48.6666666667
13	13	0.9	66.1666666667
13	14	0	35.0833333333
13	14	0.3	47.9642857143
13	14	0.6	74.75
13	14	0.9	150.333333333
13	15	0	35.0833333333
13	15	0.3	43.3095238095
13	15	0.6	48.6666666667
13	15	0.9	66.1666666667
13	16	0	35.0833333333
13	16	0.3	43.3095238095
13	16	0.6	48.6666666667
13	16	0.9	66.1666666667
13	17	0	35.0833333333
13	17	0.3	43.3095238095
13	17	0.6	48.6666666667
13	17	0.9	66.1666666667
13	18	0	35.0833333333
13	18	0.3	43.3095238095
13	18	0.6	48.6666666667
13	18	0.9	66.1666666667
13	19	0	35.0833333333
13	19	0.3	43.3095238095
13	19	0.6	48.6666666667
13	19	0.9	66.1666666667
13	20	0	35.0833333333
13	20	0.3	46.9047619048
13	20	0.6	68.3333333333
13	20	0.9	138.333333333
13	21	0	35.0833333333
13	21	0.3	43.3095238095
13	21	0.6	48.6666666667
13	21	0.9	66.1666666667
13	22	0	35.0833333333
13	22	0.3	43.3095238095
13	22	0.6	48.6666666667
13	22	0.9	66.1666666667
13	23	0	35.0833333333
13	23	0.3	43.3095238095
13	23	0.6	48.6666666667
13	23	0.9	66.1666666667
13	24	0	35.0833333333
13	24	0.3	43.3095238095
13	24	0.6	48.6666666667
13	24	0.9	66.1666666667
13	25	0	35.0833333333
13	25	0.3	47.9642857143
13	25	0.6	74.75
13	25	0.9	162.25
14	1	0	32.5833333333
14	1	0.3	44.4761904762
14	1	0.6	68.3333333333
14	1	0.9	138.333333333
14	2	0	32.5833333333
14	2	0.3	44.4761904762
14	2	0.6	68.3333333333
14	2	0.9	138.333333333
14	3	0	32.5833333333
14	3	0.3	45.4523809524
14	3	0.6	74.9166666667
14	3	0.9	171.166666667
14	4	0	32.5833333333
14	4	0.3	44.4761904762
14	4	0.6	68.3333333333
14	4	0.9	138.333333333
14	5	0	32.5833333333
14	5	0.3	44.4761904762
14	5	0.6	68.3333333333
14	5	0.9	138.333333333
14	6	0	32.5833333333
14	6	0.3	44.4761904762
14	6	0.6	68.3333333333
14	6	0.9	138.333333333
14	7	0	32.5833333333
14	7	0.3	44.4761904762
14	7	0.6	68.3333333333
14	7	0.9	138.333333333
14	8	0	32.5833333333
14	8	0.3	44.4761904762
14	8	0.6	68.3333333333
14	8	0.9	138.333333333
14	9	0	32.5833333333
14	9	0.3	45.4523809524
14	9	0.6	74.75
14	9	0.9	162.25
14	10	0	32.5833333333
14	10	0.3	44.4761904762
14	10	0.6	68.3333333333
14	10	0.9	138.333333333
14	11	0	32.5833333333
14	11	0.3	44.4761904762
14	11	0.6	68.3333333333
14	11	0.9	138.333333333
14	12	0	32.5833333333
14	12	0.3	45.4523809524
14	12	0.6	68.3333333333
14	12	0.9	138.333333333
14	13	0	32.5833333333
14	13	0.3	44.4761904762
14	13	0.6	68.3333333333
14	13	0.9	138.333333333
14	14	0	32.5833333333
14	14	0.3	44.4761904762
14	14	0.6	68.5833333333
14	14	0.9	147.333333333
14	15	0	32.5833333333
14	15	0.3	44.4761904762
14	15	0.6	68.3333333333
14	15	0.9	138.333333333
14	16	0	35.0833333333
14	16	0.3	46.9047619048
14	16	0.6	68.3333333333
14	16	0.9	138.333333333
14	17	0	32.5833333333
14	17	0.3	44.4761904762
14	17	0.6	68.3333333333
14	17	0.9	138.333333333
14	18	0	32.5833333333
14	18	0.3	44.4761904762
14	18	0.6	68.3333333333
14	18	0.9	138.333333333
14	19	0	32.5833333333
14	19	0.3	44.4761904762
14	19	0.6	68.5833333333
14	19	0.9	147.333333333
14	20	0	32.5833333333
14	20	0.3	44.4761904762
14	20	0.6	68.3333333333
14	20	0.9	138.333333333
14	21	0	32.5833333333
14	21	0.3	44.4761904762
14	21	0.6	68.5833333333
14	21	0.9	147.333333333
14	22	0	35.0833333333
14	22	0.3	46.9047619048
14	22	0.6	68.3333333333
14	22	0.9	138.333333333
14	23	0	32.5833333333
14	23	0.3	44.4761904762
14	23	0.6	68.3333333333
14	23	0.9	138.333333333
14	24	0	32.5833333333
14	24	0.3	44.4761904762
14	24	0.6	68.5833333333
14	24	0.9	147.333333333
14	25	0	35.0833333333
14	25	0.3	47.9642857143
14	25	0.6	74.75
14	25	0.9	162.25
15	1	0	32.5833333333
15	1	0.3	43.3095238095
15	1	0.6	48.6666666667
15	1	0.9	66.1666666667
15	2	0	32.5833333333
15	2	0.3	43.3095238095
15	2	0.6	48.6666666667
15	2	0.9	66.1666666667
15	3	0	32.5833333333
15	3	0.3	45.4523809524
15	3	0.6	73.6666666667
15	3	0.9	126.166666667
15	4	0	32.5833333333
15	4	0.3	43.3095238095
15	4	0.6	48.6666666667
15	4	0.9	66.1666666667
15	5	0	32.5833333333
15	5	0.3	43.3095238095
15	5	0.6	48.6666666667
15	5	0.9	66.1666666667
15	6	0	32.5833333333
15	6	0.3	43.3095238095
15	6	0.6	48.6666666667
15	6	0.9	66.1666666667
15	7	0	32.5833333333
15	7	0.3	43.3095238095
15	7	0.6	48.6666666667
15	7	0.9	66.1666666667
15	8	0	32.5833333333
15	8	0.3	43.3095238095
15	8	0.6	48.6666666667
15	8	0.9	66.1666666667
15	9	0	32.5833333333
15	9	0.3	45.4523809524
15	9	0.6	74.75
15	9	0.9	150.166666667
15	10	0	32.5833333333
15	10	0.3	43.3095238095
15	10	0.6	48.6666666667
15	10	0.9	66.1666666667
15	11	0	32.5833333333
15	11	0.3	43.3095238095
15	11	0.6	48.6666666667
15	11	0.9	66.1666666667
15	12	0	32.5833333333
15	12	0.3	43.3095238095
15	12	0.6	48.6666666667
15	12	0.9	66.1666666667
15	13	0	32.5833333333
15	13	0.3	43.3095238095
15	13	0.6	48.6666666667
15	13	0.9	66.1666666667
15	14	0	32.5833333333
15	14	0.3	44.4761904762
15	14	0.6	68.5833333333
15	14	0.9	147.333333333
15	15	0	32.5833333333
15	15	0.3	43.3095238095
15	15	0.6	48.6666666667
15	15	0.9	66.1666666667
15	16	0	35.0833333333
15	16	0.3	43.3095238095
15	16	0.6	48.6666666667
15	16	0.9	66.1666666667
15	17	0	32.5833333333
15	17	0.3	43.3095238095
15	17	0.6	48.6666666667
15	17	0.9	66.1666666667
15	18	0	32.5833333333
15	18	0.3	43.3095238095
15	18	0.6	48.6666666667
15	18	0.9	66.1666666667
15	19	0	32.5833333333
15	19	0.3	43.3095238095
15	19	0.6	48.6666666667
15	19	0.9	66.1666666667
15	20	0	32.5833333333
15	20	0.3	44.4761904762
15	20	0.6	68.5833333333
15	20	0.9	147.333333333
15	21	0	32.5833333333
15	21	0.3	43.3095238095
15	21	0.6	48.6666666667
15	21	0.9	66.1666666667
15	22	0	35.0833333333
15	22	0.3	43.3095238095
15	22	0.6	48.6666666667
15	22	0.9	66.1666666667
15	23	0	32.5833333333
15	23	0.3	43.3095238095
15	23	0.6	48.6666666667
15	23	0.9	66.1666666667
15	24	0	32.5833333333
15	24	0.3	43.3095238095
15	24	0.6	48.6666666667
15	24	0.9	66.1666666667
15	25	0	35.0833333333
15	25	0.3	47.9642857143
15	25	0.6	74.75
15	25	0.9	162.25
16	1	0	35.0833333333
16	1	0.3	47.9642857143
16	1	0.6	74.75
16	1	0.9	162.25
16	2	0	35.0833333333
16	2	0.3	47.9642857143
16	2	0.6	74.75
16	2	0.9	162.25
16	3	0	35.0833333333
16	3	0.3	50.0833333333
16	3	0.6	87.5833333333
16	3	0.9	210.083333333
16	4	0	35.0833333333
16	4	0.3	47.9642857143
16	4	0.6	74.75
16	4	0.9	162.25
16	5	0	35.0833333333
16	5	0.3	47.9642857143
16	5	0.6	74.75
16	5	0.9	162.25
16	6	0	35.0833333333
16	6	0.3	47.9642857143
16	6	0.6	74.75
16	6	0.9	162.25
16	7	0	35.0833333333
16	7	0.3	47.9642857143
16	7	0.6	74.75
16	7	0.9	162.25
16	8	0	35.0833333333
16	8	0.3	49.1071428571
16	8	0.6	81.25
16	8	0.9	186.25
16	9	0	35.0833333333
16	9	0.3	47.9642857143
16	9	0.6	74.75
16	9	0.9	162.25
16	10	0	35.0833333333
16	10	0.3	47.9642857143
16	10	0.6	74.75
16	10	0.9	162.25
16	11	0	35.0833333333
16	11	0.3	49.1071428571
16	11	0.6	81.25
16	11	0.9	186.25
16	12	0	35.0833333333
16	12	0.3	47.9642857143
16	12	0.6	74.75
16	12	0.9	162.25
16	13	0	35.0833333333
16	13	0.3	47.9642857143
16	13	0.6	74.75
16	13	0.9	162.25
16	14	0	35.0833333333
16	14	0.3	47.9642857143
16	14	0.6	74.75
16	14	0.9	162.25
16	15	0	35.0833333333
16	15	0.3	47.9642857143
16	15	0.6	74.75
16	15	0.9	162.25
16	16	0	35.0833333333
16	16	0.3	47.9642857143
16	16	0.6	74.75
16	16	0.9	162.25
16	17	0	35.0833333333
16	17	0.3	47.9642857143
16	17	0.6	74.75
16	17	0.9	162.25
16	18	0	Infinity
16	18	0.3	Infinity
16	18	0.6	Infinity
16	18	0.9	Infinity
16	19	0	35.0833333333
16	19	0.3	47.9642857143
16	19	0.6	74.75
16	19	0.9	162.25
16	20	0	35.0833333333
16	20	0.3	47.9642857143
16	20	0.6	74.75
16	20	0.9	162.25
16	21	0	35.0833333333
16	21	0.3	47.9642857143
16	21	0.6	74.75
16	21	0.9	162.25
16	22	0	35.0833333333
16	22	0.3	47.9642857143
16	22	0.6	74.75
16	22	0.9	162.25
16	23	0	35.0833333333
16	23	0.3	47.9642857143
16	23	0.6	74.75
16	23	0.9	162.25
16	24	0	35.0833333333
16	24	0.3	47.9642857143
16	24	0.6	74.75
16	24	0.9	162.25
16	25	0	35.0833333333
16	25	0.3	47.9642857143
16	25	0.6	74.75
16	25	0.9	162.25
