incidentNode	incidentType	lanes4Bus	pCongFixed	Result
16	3	0	0.4	90.1666666667
16	3	0	0.5	102.166666667
16	3	0	0.6	120.166666667
16	3	0	0.7	150.166666667
16	3	0	0.8	195.083333333
16	3	0	0.9	195.083333333
16	3	0	1	195.083333333
16	3	1	0	63.1666666667
16	3	1	0.1	67.6176470588
16	3	1	0.2	71.4166666667
16	3	1	0.3	71.4166666667
16	3	1	0.4	71.4166666667
16	3	1	0.5	71.4166666667
16	3	1	0.6	71.4166666667
16	3	1	0.7	71.4166666667
16	3	1	0.8	71.4166666667
16	3	1	0.9	71.4166666667
16	3	1	1	71.4166666667
16	4	0	0	63.1666666667
16	4	0	0.1	68.1341463415
16	4	0	0.2	75.1666666667
16	4	0	0.3	81.5952380952
16	4	0	0.4	90.1666666667
16	4	0	0.5	102.166666667
16	4	0	0.6	120.166666667
16	4	0	0.7	150.166666667
16	4	0	0.8	195.083333333
16	4	0	0.9	195.083333333
16	4	0	1	195.083333333
16	4	1	0	63.1666666667
16	4	1	0.1	68.1341463415
16	4	1	0.2	71.4166666667
16	4	1	0.3	71.4166666667
16	4	1	0.4	71.4166666667
16	4	1	0.5	71.4166666667
16	4	1	0.6	71.4166666667
16	4	1	0.7	71.4166666667
16	4	1	0.8	71.4166666667
16	4	1	0.9	71.4166666667
16	4	1	1	71.4166666667
16	5	0	0	63.1666666667
16	5	0	0.1	70.1666666667
16	5	0	0.2	75.1666666667
16	5	0	0.3	81.5952380952
16	5	0	0.4	90.1666666667
16	5	0	0.5	102.166666667
16	5	0	0.6	120.166666667
16	5	0	0.7	150.166666667
16	5	0	0.8	195.083333333
16	5	0	0.9	195.083333333
16	5	0	1	195.083333333
16	5	1	0	63.1666666667
16	5	1	0.1	68.5833333333
16	5	1	0.2	71.4166666667
16	5	1	0.3	71.4166666667
16	5	1	0.4	71.4166666667
16	5	1	0.5	71.4166666667
16	5	1	0.6	71.4166666667
16	5	1	0.7	71.4166666667
16	5	1	0.8	71.4166666667
16	5	1	0.9	71.4166666667
16	5	1	1	71.4166666667
17	1	0	0	63.1666666667
17	1	0	0.1	66.8333333333
17	1	0	0.2	71.4166666667
17	1	0	0.3	77.3095238095
17	1	0	0.4	85.1666666667
17	1	0	0.5	96.1666666667
17	1	0	0.6	112.666666667
17	1	0	0.7	140.166666667
17	1	0	0.8	195.083333333
17	1	0	0.9	195.083333333
17	1	0	1	195.083333333
17	1	1	0	63.1666666667
17	1	1	0.1	66.8333333333
17	1	1	0.2	71.4166666667
17	1	1	0.3	71.4166666667
17	1	1	0.4	71.4166666667
17	1	1	0.5	71.4166666667
17	1	1	0.6	71.4166666667
17	1	1	0.7	71.4166666667
17	1	1	0.8	71.4166666667
17	1	1	0.9	71.4166666667
17	1	1	1	71.4166666667
17	2	0	0	63.1666666667
17	2	0	0.1	66.9848484848
17	2	0	0.2	71.8114035088
17	2	0	0.3	78.1130952381
17	2	0	0.4	86.7051282051
17	2	0	0.5	99.1666666667
17	2	0	0.6	119.095238095
17	2	0	0.7	157.666666667
17	2	0	0.8	195.083333333
17	2	0	0.9	195.083333333
17	2	0	1	195.083333333
17	2	1	0	63.1666666667
17	2	1	0.1	66.9848484848
17	2	1	0.2	71.4166666667
17	2	1	0.3	71.4166666667
17	2	1	0.4	71.4166666667
17	2	1	0.5	71.4166666667
17	2	1	0.6	71.4166666667
17	2	1	0.7	71.4166666667
17	2	1	0.8	71.4166666667
17	2	1	0.9	71.4166666667
17	2	1	1	71.4166666667
17	3	0	0	63.1666666667
17	3	0	0.1	67.2254901961
17	3	0	0.2	72.4880952381
17	3	0	0.3	79.6471861472
17	3	0	0.4	90.1666666667
17	3	0	0.5	108.166666667
17	3	0	0.6	142.75
17	3	0	0.7	160.25
17	3	0	0.8	195.083333333
17	3	0	0.9	195.083333333
17	3	0	1	195.083333333
17	3	1	0	63.1666666667
17	3	1	0.1	67.2254901961
17	3	1	0.2	71.4166666667
17	3	1	0.3	71.4166666667
17	3	1	0.4	71.4166666667
17	3	1	0.5	71.4166666667
17	3	1	0.6	71.4166666667
17	3	1	0.7	71.4166666667
17	3	1	0.8	71.4166666667
17	3	1	0.9	71.4166666667
17	3	1	1	71.4166666667
17	4	0	0	63.1666666667
17	4	0	0.1	67.4837398374
17	4	0	0.2	73.2916666667
17	4	0	0.3	81.781573499
17	4	0	0.4	96.5952380952
17	4	0	0.5	132.25
17	4	0	0.6	142.75
17	4	0	0.7	160.25
17	4	0	0.8	195.083333333
17	4	0	0.9	195.083333333
17	4	0	1	195.083333333
17	4	1	0	63.1666666667
17	4	1	0.1	67.4837398374
17	4	1	0.2	71.4166666667
17	4	1	0.3	71.4166666667
17	4	1	0.4	71.4166666667
17	4	1	0.5	71.4166666667
17	4	1	0.6	71.4166666667
17	4	1	0.7	71.4166666667
17	4	1	0.8	71.4166666667
17	4	1	0.9	71.4166666667
17	4	1	1	71.4166666667
17	5	0	0	63.1666666667
17	5	0	0.1	113.583333333
17	5	0	0.2	116.5
17	5	0	0.3	120.25
17	5	0	0.4	125.25
17	5	0	0.5	132.25
17	5	0	0.6	142.75
17	5	0	0.7	160.25
17	5	0	0.8	195.083333333
17	5	0	0.9	195.083333333
17	5	0	1	195.083333333
17	5	1	0	63.1666666667
17	5	1	0.1	68.5833333333
17	5	1	0.2	71.4166666667
17	5	1	0.3	71.4166666667
17	5	1	0.4	71.4166666667
17	5	1	0.5	71.4166666667
17	5	1	0.6	71.4166666667
17	5	1	0.7	71.4166666667
17	5	1	0.8	71.4166666667
17	5	1	0.9	71.4166666667
17	5	1	1	71.4166666667
