incidentNode	incidentType	lanes4Bus	pCongFixed	Result
8	4	0	1	195.083333333
8	4	1	0	63.1666666667
8	4	1	0.1	66.8333333333
8	4	1	0.2	71.4166666667
8	4	1	0.3	71.4166666667
8	4	1	0.4	71.4166666667
8	4	1	0.5	71.4166666667
8	4	1	0.6	71.4166666667
8	4	1	0.7	71.4166666667
8	4	1	0.8	71.4166666667
8	4	1	0.9	71.4166666667
8	4	1	1	71.4166666667
8	5	0	0	63.1666666667
8	5	0	0.1	66.8333333333
8	5	0	0.2	71.4166666667
8	5	0	0.3	77.3095238095
8	5	0	0.4	85.1666666667
8	5	0	0.5	96.1666666667
8	5	0	0.6	112.666666667
8	5	0	0.7	140.166666667
8	5	0	0.8	195.083333333
8	5	0	0.9	195.083333333
8	5	0	1	195.083333333
8	5	1	0	63.1666666667
8	5	1	0.1	66.8333333333
8	5	1	0.2	71.4166666667
8	5	1	0.3	71.4166666667
8	5	1	0.4	71.4166666667
8	5	1	0.5	71.4166666667
8	5	1	0.6	71.4166666667
8	5	1	0.7	71.4166666667
8	5	1	0.8	71.4166666667
8	5	1	0.9	71.4166666667
8	5	1	1	71.4166666667
9	1	0	0	63.1666666667
9	1	0	0.1	66.8333333333
9	1	0	0.2	71.4166666667
9	1	0	0.3	77.3095238095
9	1	0	0.4	85.1666666667
9	1	0	0.5	96.1666666667
9	1	0	0.6	112.666666667
9	1	0	0.7	140.166666667
9	1	0	0.8	195.083333333
9	1	0	0.9	195.083333333
9	1	0	1	195.083333333
9	1	1	0	63.1666666667
9	1	1	0.1	66.8333333333
9	1	1	0.2	71.4166666667
9	1	1	0.3	71.4166666667
9	1	1	0.4	71.4166666667
9	1	1	0.5	71.4166666667
9	1	1	0.6	71.4166666667
9	1	1	0.7	71.4166666667
9	1	1	0.8	71.4166666667
9	1	1	0.9	71.4166666667
9	1	1	1	71.4166666667
9	2	0	0	63.1666666667
9	2	0	0.1	67.2121212121
9	2	0	0.2	72.4035087719
9	2	0	0.3	79.318452381
9	2	0	0.4	89.0128205128
9	2	0	0.5	102.166666667
9	2	0	0.6	120.166666667
9	2	0	0.7	150.166666667
9	2	0	0.8	195.083333333
9	2	0	0.9	195.083333333
9	2	0	1	195.083333333
9	2	1	0	63.1666666667
9	2	1	0.1	67.2121212121
9	2	1	0.2	71.4166666667
9	2	1	0.3	71.4166666667
9	2	1	0.4	71.4166666667
9	2	1	0.5	71.4166666667
9	2	1	0.6	71.4166666667
9	2	1	0.7	71.4166666667
9	2	1	0.8	71.4166666667
9	2	1	0.9	71.4166666667
9	2	1	1	71.4166666667
9	3	0	0	63.1666666667
9	3	0	0.1	67.8137254902
9	3	0	0.2	74.0952380952
9	3	0	0.3	81.5952380952
9	3	0	0.4	90.1666666667
9	3	0	0.5	102.166666667
9	3	0	0.6	120.166666667
9	3	0	0.7	150.166666667
9	3	0	0.8	195.083333333
9	3	0	0.9	195.083333333
9	3	0	1	195.083333333
9	3	1	0	63.1666666667
9	3	1	0.1	67.8137254902
9	3	1	0.2	71.4166666667
9	3	1	0.3	71.4166666667
9	3	1	0.4	71.4166666667
9	3	1	0.5	71.4166666667
9	3	1	0.6	71.4166666667
9	3	1	0.7	71.4166666667
9	3	1	0.8	71.4166666667
9	3	1	0.9	71.4166666667
9	3	1	1	71.4166666667
9	4	0	0	63.1666666667
9	4	0	0.1	68.4593495935
9	4	0	0.2	75.1666666667
9	4	0	0.3	81.5952380952
9	4	0	0.4	90.1666666667
9	4	0	0.5	102.166666667
9	4	0	0.6	120.166666667
9	4	0	0.7	150.166666667
9	4	0	0.8	195.083333333
9	4	0	0.9	195.083333333
9	4	0	1	195.083333333
9	4	1	0	63.1666666667
9	4	1	0.1	68.4593495935
9	4	1	0.2	71.4166666667
9	4	1	0.3	71.4166666667
9	4	1	0.4	71.4166666667
9	4	1	0.5	71.4166666667
9	4	1	0.6	71.4166666667
9	4	1	0.7	71.4166666667
9	4	1	0.8	71.4166666667
9	4	1	0.9	71.4166666667
9	4	1	1	71.4166666667
9	5	0	0	63.1666666667
9	5	0	0.1	70.1666666667
9	5	0	0.2	75.1666666667
9	5	0	0.3	81.5952380952
9	5	0	0.4	90.1666666667
9	5	0	0.5	102.166666667
9	5	0	0.6	120.166666667
9	5	0	0.7	150.166666667
9	5	0	0.8	195.083333333
9	5	0	0.9	195.083333333
9	5	0	1	195.083333333
9	5	1	0	63.1666666667
9	5	1	0.1	69.0833333333
9	5	1	0.2	71.4166666667
9	5	1	0.3	71.4166666667
9	5	1	0.4	71.4166666667
9	5	1	0.5	71.4166666667
9	5	1	0.6	71.4166666667
9	5	1	0.7	71.4166666667
9	5	1	0.8	71.4166666667
9	5	1	0.9	71.4166666667
9	5	1	1	71.4166666667
10	1	0	0	63.1666666667
10	1	0	0.1	66.8333333333
10	1	0	0.2	71.4166666667
10	1	0	0.3	77.3095238095
10	1	0	0.4	85.1666666667
10	1	0	0.5	96.1666666667
10	1	0	0.6	112.666666667
10	1	0	0.7	140.166666667
10	1	0	0.8	195.083333333
10	1	0	0.9	195.083333333
10	1	0	1	195.083333333
10	1	1	0	63.1666666667
10	1	1	0.1	66.8333333333
10	1	1	0.2	71.4166666667
10	1	1	0.3	71.4166666667
10	1	1	0.4	71.4166666667
10	1	1	0.5	71.4166666667
10	1	1	0.6	71.4166666667
10	1	1	0.7	71.4166666667
10	1	1	0.8	71.4166666667
10	1	1	0.9	71.4166666667
10	1	1	1	71.4166666667
10	2	0	0	63.1666666667
10	2	0	0.1	66.8333333333
10	2	0	0.2	71.4166666667
10	2	0	0.3	77.3095238095
10	2	0	0.4	85.1666666667
10	2	0	0.5	96.1666666667
10	2	0	0.6	112.666666667
10	2	0	0.7	140.166666667
10	2	0	0.8	195.083333333
10	2	0	0.9	195.083333333
10	2	0	1	195.083333333
10	2	1	0	63.1666666667
10	2	1	0.1	66.8333333333
10	2	1	0.2	71.4166666667
10	2	1	0.3	71.4166666667
10	2	1	0.4	71.4166666667
10	2	1	0.5	71.4166666667
10	2	1	0.6	71.4166666667
10	2	1	0.7	71.4166666667
10	2	1	0.8	71.4166666667
10	2	1	0.9	71.4166666667
10	2	1	1	71.4166666667
10	3	0	0	63.1666666667
10	3	0	0.1	66.8333333333
10	3	0	0.2	71.4166666667
10	3	0	0.3	77.3095238095
10	3	0	0.4	85.1666666667
10	3	0	0.5	96.1666666667
10	3	0	0.6	112.666666667
10	3	0	0.7	140.166666667
10	3	0	0.8	195.083333333
10	3	0	0.9	195.083333333
10	3	0	1	195.083333333
10	3	1	0	63.1666666667
10	3	1	0.1	66.8333333333
10	3	1	0.2	71.4166666667
10	3	1	0.3	71.4166666667
10	3	1	0.4	71.4166666667
10	3	1	0.5	71.4166666667
10	3	1	0.6	71.4166666667
10	3	1	0.7	71.4166666667
10	3	1	0.8	71.4166666667
10	3	1	0.9	71.4166666667
10	3	1	1	71.4166666667
10	4	0	0	63.1666666667
10	4	0	0.1	66.8333333333
10	4	0	0.2	71.4166666667
10	4	0	0.3	77.3095238095
10	4	0	0.4	85.1666666667
10	4	0	0.5	96.1666666667
10	4	0	0.6	112.666666667
10	4	0	0.7	140.166666667
10	4	0	0.8	195.083333333
10	4	0	0.9	195.083333333
10	4	0	1	195.083333333
10	4	1	0	63.1666666667
10	4	1	0.1	66.8333333333
10	4	1	0.2	71.4166666667
10	4	1	0.3	71.4166666667
10	4	1	0.4	71.4166666667
10	4	1	0.5	71.4166666667
10	4	1	0.6	71.4166666667
10	4	1	0.7	71.4166666667
10	4	1	0.8	71.4166666667
10	4	1	0.9	71.4166666667
10	4	1	1	71.4166666667
10	5	0	0	63.1666666667
10	5	0	0.1	66.8333333333
10	5	0	0.2	71.4166666667
10	5	0	0.3	77.3095238095
10	5	0	0.4	85.1666666667
10	5	0	0.5	96.1666666667
10	5	0	0.6	112.666666667
10	5	0	0.7	140.166666667
10	5	0	0.8	195.083333333
10	5	0	0.9	195.083333333
10	5	0	1	195.083333333
10	5	1	0	63.1666666667
10	5	1	0.1	66.8333333333
10	5	1	0.2	71.4166666667
10	5	1	0.3	71.4166666667
10	5	1	0.4	71.4166666667
10	5	1	0.5	71.4166666667
10	5	1	0.6	71.4166666667
10	5	1	0.7	71.4166666667
10	5	1	0.8	71.4166666667
10	5	1	0.9	71.4166666667
10	5	1	1	71.4166666667
11	1	0	0	63.1666666667
11	1	0	0.1	66.8333333333
11	1	0	0.2	71.4166666667
11	1	0	0.3	77.3095238095
11	1	0	0.4	85.1666666667
11	1	0	0.5	96.1666666667
11	1	0	0.6	112.666666667
11	1	0	0.7	140.166666667
11	1	0	0.8	195.083333333
11	1	0	0.9	195.083333333
11	1	0	1	195.083333333
11	1	1	0	63.1666666667
11	1	1	0.1	66.8333333333
11	1	1	0.2	71.4166666667
11	1	1	0.3	71.4166666667
11	1	1	0.4	71.4166666667
11	1	1	0.5	71.4166666667
11	1	1	0.6	71.4166666667
11	1	1	0.7	71.4166666667
11	1	1	0.8	71.4166666667
11	1	1	0.9	71.4166666667
11	1	1	1	71.4166666667
11	2	0	0	63.1666666667
11	2	0	0.1	66.8333333333
11	2	0	0.2	71.4166666667
11	2	0	0.3	77.3095238095
11	2	0	0.4	85.1666666667
11	2	0	0.5	96.1666666667
11	2	0	0.6	112.666666667
11	2	0	0.7	140.166666667
11	2	0	0.8	195.083333333
11	2	0	0.9	195.083333333
11	2	0	1	195.083333333
11	2	1	0	63.1666666667
11	2	1	0.1	66.8333333333
11	2	1	0.2	71.4166666667
11	2	1	0.3	71.4166666667
11	2	1	0.4	71.4166666667
11	2	1	0.5	71.4166666667
11	2	1	0.6	71.4166666667
11	2	1	0.7	71.4166666667
11	2	1	0.8	71.4166666667
11	2	1	0.9	71.4166666667
11	2	1	1	71.4166666667
11	3	0	0	63.1666666667
11	3	0	0.1	66.8333333333
11	3	0	0.2	71.4166666667
11	3	0	0.3	77.3095238095
11	3	0	0.4	85.1666666667
11	3	0	0.5	96.1666666667
11	3	0	0.6	112.666666667
11	3	0	0.7	140.166666667
11	3	0	0.8	195.083333333
11	3	0	0.9	195.083333333
11	3	0	1	195.083333333
11	3	1	0	63.1666666667
11	3	1	0.1	66.8333333333
11	3	1	0.2	71.4166666667
11	3	1	0.3	71.4166666667
11	3	1	0.4	71.4166666667
11	3	1	0.5	71.4166666667
11	3	1	0.6	71.4166666667
11	3	1	0.7	71.4166666667
11	3	1	0.8	71.4166666667
11	3	1	0.9	71.4166666667
11	3	1	1	71.4166666667
11	4	0	0	63.1666666667
11	4	0	0.1	66.8333333333
11	4	0	0.2	71.4166666667
11	4	0	0.3	77.3095238095
11	4	0	0.4	85.1666666667
11	4	0	0.5	96.1666666667
11	4	0	0.6	112.666666667
11	4	0	0.7	140.166666667
11	4	0	0.8	195.083333333
11	4	0	0.9	195.083333333
11	4	0	1	195.083333333
11	4	1	0	63.1666666667
11	4	1	0.1	66.8333333333
11	4	1	0.2	71.4166666667
11	4	1	0.3	71.4166666667
11	4	1	0.4	71.4166666667
11	4	1	0.5	71.4166666667
11	4	1	0.6	71.4166666667
11	4	1	0.7	71.4166666667
11	4	1	0.8	71.4166666667
11	4	1	0.9	71.4166666667
11	4	1	1	71.4166666667
11	5	0	0	63.1666666667
11	5	0	0.1	66.8333333333
11	5	0	0.2	71.4166666667
11	5	0	0.3	77.3095238095
11	5	0	0.4	85.1666666667
11	5	0	0.5	96.1666666667
11	5	0	0.6	112.666666667
11	5	0	0.7	140.166666667
11	5	0	0.8	195.083333333
11	5	0	0.9	195.083333333
11	5	0	1	195.083333333
11	5	1	0	63.1666666667
11	5	1	0.1	66.8333333333
11	5	1	0.2	71.4166666667
11	5	1	0.3	71.4166666667
11	5	1	0.4	71.4166666667
11	5	1	0.5	71.4166666667
11	5	1	0.6	71.4166666667
11	5	1	0.7	71.4166666667
11	5	1	0.8	71.4166666667
11	5	1	0.9	71.4166666667
11	5	1	1	71.4166666667
12	1	0	0	63.1666666667
12	1	0	0.1	66.8333333333
12	1	0	0.2	71.4166666667
12	1	0	0.3	77.3095238095
12	1	0	0.4	85.1666666667
12	1	0	0.5	96.1666666667
12	1	0	0.6	112.666666667
12	1	0	0.7	140.166666667
12	1	0	0.8	195.083333333
12	1	0	0.9	195.083333333
12	1	0	1	195.083333333
12	1	1	0	63.1666666667
12	1	1	0.1	66.8333333333
12	1	1	0.2	71.4166666667
12	1	1	0.3	71.4166666667
12	1	1	0.4	71.4166666667
12	1	1	0.5	71.4166666667
12	1	1	0.6	71.4166666667
12	1	1	0.7	71.4166666667
12	1	1	0.8	71.4166666667
12	1	1	0.9	71.4166666667
12	1	1	1	71.4166666667
12	2	0	0	63.1666666667
12	2	0	0.1	66.8333333333
12	2	0	0.2	71.4166666667
12	2	0	0.3	77.3095238095
12	2	0	0.4	85.1666666667
12	2	0	0.5	96.1666666667
12	2	0	0.6	112.666666667
12	2	0	0.7	140.166666667
12	2	0	0.8	195.083333333
12	2	0	0.9	195.083333333
12	2	0	1	195.083333333
12	2	1	0	63.1666666667
12	2	1	0.1	66.8333333333
12	2	1	0.2	71.4166666667
12	2	1	0.3	71.4166666667
12	2	1	0.4	71.4166666667
12	2	1	0.5	71.4166666667
12	2	1	0.6	71.4166666667
12	2	1	0.7	71.4166666667
12	2	1	0.8	71.4166666667
12	2	1	0.9	71.4166666667
12	2	1	1	71.4166666667
12	3	0	0	63.1666666667
12	3	0	0.1	66.8333333333
12	3	0	0.2	71.4166666667
12	3	0	0.3	77.3095238095
12	3	0	0.4	85.1666666667
12	3	0	0.5	96.1666666667
12	3	0	0.6	112.666666667
12	3	0	0.7	140.166666667
12	3	0	0.8	195.083333333
12	3	0	0.9	195.083333333
12	3	0	1	195.083333333
12	3	1	0	63.1666666667
12	3	1	0.1	66.8333333333
12	3	1	0.2	71.4166666667
12	3	1	0.3	71.4166666667
12	3	1	0.4	71.4166666667
12	3	1	0.5	71.4166666667
12	3	1	0.6	71.4166666667
12	3	1	0.7	71.4166666667
12	3	1	0.8	71.4166666667
12	3	1	0.9	71.4166666667
12	3	1	1	71.4166666667
12	4	0	0	63.1666666667
12	4	0	0.1	66.8333333333
12	4	0	0.2	71.4166666667
12	4	0	0.3	77.3095238095
12	4	0	0.4	85.1666666667
12	4	0	0.5	96.1666666667
12	4	0	0.6	112.666666667
12	4	0	0.7	140.166666667
12	4	0	0.8	195.083333333
12	4	0	0.9	195.083333333
12	4	0	1	195.083333333
12	4	1	0	63.1666666667
12	4	1	0.1	66.8333333333
12	4	1	0.2	71.4166666667
12	4	1	0.3	71.4166666667
12	4	1	0.4	71.4166666667
12	4	1	0.5	71.4166666667
12	4	1	0.6	71.4166666667
12	4	1	0.7	71.4166666667
12	4	1	0.8	71.4166666667
12	4	1	0.9	71.4166666667
12	4	1	1	71.4166666667
12	5	0	0	63.1666666667
12	5	0	0.1	66.8333333333
12	5	0	0.2	71.4166666667
12	5	0	0.3	77.3095238095
12	5	0	0.4	85.1666666667
12	5	0	0.5	96.1666666667
12	5	0	0.6	112.666666667
12	5	0	0.7	140.166666667
12	5	0	0.8	195.083333333
12	5	0	0.9	195.083333333
12	5	0	1	195.083333333
12	5	1	0	63.1666666667
12	5	1	0.1	66.8333333333
12	5	1	0.2	71.4166666667
12	5	1	0.3	71.4166666667
12	5	1	0.4	71.4166666667
12	5	1	0.5	71.4166666667
12	5	1	0.6	71.4166666667
12	5	1	0.7	71.4166666667
12	5	1	0.8	71.4166666667
12	5	1	0.9	71.4166666667
12	5	1	1	71.4166666667
13	1	0	0	63.1666666667
13	1	0	0.1	66.8333333333
13	1	0	0.2	71.4166666667
13	1	0	0.3	77.3095238095
13	1	0	0.4	85.1666666667
13	1	0	0.5	96.1666666667
13	1	0	0.6	112.666666667
13	1	0	0.7	140.166666667
13	1	0	0.8	195.083333333
13	1	0	0.9	195.083333333
13	1	0	1	195.083333333
13	1	1	0	63.1666666667
13	1	1	0.1	66.8333333333
13	1	1	0.2	71.4166666667
13	1	1	0.3	71.4166666667
13	1	1	0.4	71.4166666667
13	1	1	0.5	71.4166666667
13	1	1	0.6	71.4166666667
13	1	1	0.7	71.4166666667
13	1	1	0.8	71.4166666667
13	1	1	0.9	71.4166666667
13	1	1	1	71.4166666667
13	2	0	0	63.1666666667
13	2	0	0.1	67.2121212121
13	2	0	0.2	72.4035087719
13	2	0	0.3	79.318452381
13	2	0	0.4	89.0128205128
13	2	0	0.5	102.166666667
13	2	0	0.6	120.166666667
13	2	0	0.7	150.166666667
13	2	0	0.8	195.083333333
13	2	0	0.9	195.083333333
13	2	0	1	195.083333333
13	2	1	0	63.1666666667
13	2	1	0.1	67.2121212121
13	2	1	0.2	71.4166666667
13	2	1	0.3	71.4166666667
13	2	1	0.4	71.4166666667
13	2	1	0.5	71.4166666667
13	2	1	0.6	71.4166666667
13	2	1	0.7	71.4166666667
13	2	1	0.8	71.4166666667
13	2	1	0.9	71.4166666667
13	2	1	1	71.4166666667
13	3	0	0	63.1666666667
13	3	0	0.1	67.8137254902
13	3	0	0.2	74.0952380952
13	3	0	0.3	81.5952380952
13	3	0	0.4	90.1666666667
13	3	0	0.5	102.166666667
13	3	0	0.6	120.166666667
13	3	0	0.7	150.166666667
13	3	0	0.8	195.083333333
13	3	0	0.9	195.083333333
13	3	0	1	195.083333333
13	3	1	0	63.1666666667
13	3	1	0.1	67.8137254902
13	3	1	0.2	71.4166666667
13	3	1	0.3	71.4166666667
13	3	1	0.4	71.4166666667
13	3	1	0.5	71.4166666667
13	3	1	0.6	71.4166666667
13	3	1	0.7	71.4166666667
13	3	1	0.8	71.4166666667
13	3	1	0.9	71.4166666667
13	3	1	1	71.4166666667
13	4	0	0	63.1666666667
13	4	0	0.1	68.4593495935
13	4	0	0.2	75.1666666667
13	4	0	0.3	81.5952380952
13	4	0	0.4	90.1666666667
13	4	0	0.5	102.166666667
13	4	0	0.6	120.166666667
13	4	0	0.7	150.166666667
13	4	0	0.8	195.083333333
13	4	0	0.9	195.083333333
13	4	0	1	195.083333333
13	4	1	0	63.1666666667
13	4	1	0.1	68.4593495935
13	4	1	0.2	71.4166666667
13	4	1	0.3	71.4166666667
13	4	1	0.4	71.4166666667
13	4	1	0.5	71.4166666667
13	4	1	0.6	71.4166666667
13	4	1	0.7	71.4166666667
13	4	1	0.8	71.4166666667
13	4	1	0.9	71.4166666667
13	4	1	1	71.4166666667
13	5	0	0	63.1666666667
13	5	0	0.1	70.1666666667
13	5	0	0.2	75.1666666667
13	5	0	0.3	81.5952380952
13	5	0	0.4	90.1666666667
13	5	0	0.5	102.166666667
13	5	0	0.6	120.166666667
13	5	0	0.7	150.166666667
13	5	0	0.8	195.083333333
13	5	0	0.9	195.083333333
13	5	0	1	195.083333333
13	5	1	0	63.1666666667
13	5	1	0.1	69.8333333333
13	5	1	0.2	71.4166666667
13	5	1	0.3	71.4166666667
13	5	1	0.4	71.4166666667
13	5	1	0.5	71.4166666667
13	5	1	0.6	71.4166666667
13	5	1	0.7	71.4166666667
13	5	1	0.8	71.4166666667
13	5	1	0.9	71.4166666667
13	5	1	1	71.4166666667
14	1	0	0	63.1666666667
14	1	0	0.1	66.8333333333
14	1	0	0.2	71.4166666667
14	1	0	0.3	77.3095238095
14	1	0	0.4	85.1666666667
14	1	0	0.5	96.1666666667
14	1	0	0.6	112.666666667
14	1	0	0.7	140.166666667
14	1	0	0.8	195.083333333
14	1	0	0.9	195.083333333
14	1	0	1	195.083333333
14	1	1	0	63.1666666667
14	1	1	0.1	66.8333333333
14	1	1	0.2	71.4166666667
14	1	1	0.3	71.4166666667
14	1	1	0.4	71.4166666667
14	1	1	0.5	71.4166666667
14	1	1	0.6	71.4166666667
14	1	1	0.7	71.4166666667
14	1	1	0.8	71.4166666667
14	1	1	0.9	71.4166666667
14	1	1	1	71.4166666667
14	2	0	0	63.1666666667
14	2	0	0.1	66.8333333333
14	2	0	0.2	71.4166666667
14	2	0	0.3	77.3095238095
14	2	0	0.4	85.1666666667
14	2	0	0.5	96.1666666667
14	2	0	0.6	112.666666667
14	2	0	0.7	140.166666667
14	2	0	0.8	195.083333333
14	2	0	0.9	195.083333333
14	2	0	1	195.083333333
14	2	1	0	63.1666666667
14	2	1	0.1	66.8333333333
14	2	1	0.2	71.4166666667
14	2	1	0.3	71.4166666667
14	2	1	0.4	71.4166666667
14	2	1	0.5	71.4166666667
14	2	1	0.6	71.4166666667
14	2	1	0.7	71.4166666667
14	2	1	0.8	71.4166666667
14	2	1	0.9	71.4166666667
14	2	1	1	71.4166666667
14	3	0	0	63.1666666667
14	3	0	0.1	66.8333333333
14	3	0	0.2	71.4166666667
14	3	0	0.3	77.3095238095
14	3	0	0.4	85.1666666667
14	3	0	0.5	96.1666666667
14	3	0	0.6	112.666666667
14	3	0	0.7	140.166666667
14	3	0	0.8	195.083333333
14	3	0	0.9	195.083333333
14	3	0	1	195.083333333
14	3	1	0	63.1666666667
14	3	1	0.1	66.8333333333
14	3	1	0.2	71.4166666667
14	3	1	0.3	71.4166666667
14	3	1	0.4	71.4166666667
14	3	1	0.5	71.4166666667
14	3	1	0.6	71.4166666667
14	3	1	0.7	71.4166666667
14	3	1	0.8	71.4166666667
14	3	1	0.9	71.4166666667
14	3	1	1	71.4166666667
14	4	0	0	63.1666666667
14	4	0	0.1	66.8333333333
14	4	0	0.2	71.4166666667
14	4	0	0.3	77.3095238095
14	4	0	0.4	85.1666666667
14	4	0	0.5	96.1666666667
14	4	0	0.6	112.666666667
14	4	0	0.7	140.166666667
14	4	0	0.8	195.083333333
14	4	0	0.9	195.083333333
14	4	0	1	195.083333333
14	4	1	0	63.1666666667
14	4	1	0.1	66.8333333333
14	4	1	0.2	71.4166666667
14	4	1	0.3	71.4166666667
14	4	1	0.4	71.4166666667
14	4	1	0.5	71.4166666667
14	4	1	0.6	71.4166666667
14	4	1	0.7	71.4166666667
14	4	1	0.8	71.4166666667
14	4	1	0.9	71.4166666667
14	4	1	1	71.4166666667
14	5	0	0	63.1666666667
14	5	0	0.1	66.8333333333
14	5	0	0.2	71.4166666667
14	5	0	0.3	77.3095238095
14	5	0	0.4	85.1666666667
14	5	0	0.5	96.1666666667
14	5	0	0.6	112.666666667
14	5	0	0.7	140.166666667
14	5	0	0.8	195.083333333
14	5	0	0.9	195.083333333
14	5	0	1	195.083333333
14	5	1	0	63.1666666667
14	5	1	0.1	66.8333333333
14	5	1	0.2	71.4166666667
14	5	1	0.3	71.4166666667
14	5	1	0.4	71.4166666667
14	5	1	0.5	71.4166666667
14	5	1	0.6	71.4166666667
14	5	1	0.7	71.4166666667
14	5	1	0.8	71.4166666667
14	5	1	0.9	71.4166666667
14	5	1	1	71.4166666667
15	1	0	0	63.1666666667
15	1	0	0.1	66.8333333333
15	1	0	0.2	71.4166666667
15	1	0	0.3	77.3095238095
15	1	0	0.4	85.1666666667
15	1	0	0.5	96.1666666667
15	1	0	0.6	112.666666667
15	1	0	0.7	140.166666667
15	1	0	0.8	195.083333333
15	1	0	0.9	195.083333333
15	1	0	1	195.083333333
15	1	1	0	63.1666666667
15	1	1	0.1	66.8333333333
15	1	1	0.2	71.4166666667
15	1	1	0.3	71.4166666667
15	1	1	0.4	71.4166666667
15	1	1	0.5	71.4166666667
15	1	1	0.6	71.4166666667
15	1	1	0.7	71.4166666667
15	1	1	0.8	71.4166666667
15	1	1	0.9	71.4166666667
15	1	1	1	71.4166666667
15	2	0	0	63.1666666667
15	2	0	0.1	66.8333333333
15	2	0	0.2	71.4166666667
15	2	0	0.3	77.3095238095
15	2	0	0.4	85.1666666667
15	2	0	0.5	96.1666666667
15	2	0	0.6	112.666666667
15	2	0	0.7	140.166666667
15	2	0	0.8	195.083333333
15	2	0	0.9	195.083333333
15	2	0	1	195.083333333
15	2	1	0	63.1666666667
15	2	1	0.1	66.8333333333
15	2	1	0.2	71.4166666667
15	2	1	0.3	71.4166666667
15	2	1	0.4	71.4166666667
15	2	1	0.5	71.4166666667
15	2	1	0.6	71.4166666667
15	2	1	0.7	71.4166666667
15	2	1	0.8	71.4166666667
15	2	1	0.9	71.4166666667
15	2	1	1	71.4166666667
15	3	0	0	63.1666666667
15	3	0	0.1	66.8333333333
15	3	0	0.2	71.4166666667
15	3	0	0.3	77.3095238095
15	3	0	0.4	85.1666666667
15	3	0	0.5	96.1666666667
15	3	0	0.6	112.666666667
15	3	0	0.7	140.166666667
15	3	0	0.8	195.083333333
15	3	0	0.9	195.083333333
15	3	0	1	195.083333333
15	3	1	0	63.1666666667
15	3	1	0.1	66.8333333333
15	3	1	0.2	71.4166666667
15	3	1	0.3	71.4166666667
15	3	1	0.4	71.4166666667
15	3	1	0.5	71.4166666667
15	3	1	0.6	71.4166666667
15	3	1	0.7	71.4166666667
15	3	1	0.8	71.4166666667
15	3	1	0.9	71.4166666667
15	3	1	1	71.4166666667
15	4	0	0	63.1666666667
15	4	0	0.1	66.8333333333
15	4	0	0.2	71.4166666667
15	4	0	0.3	77.3095238095
15	4	0	0.4	85.1666666667
15	4	0	0.5	96.1666666667
15	4	0	0.6	112.666666667
15	4	0	0.7	140.166666667
15	4	0	0.8	195.083333333
15	4	0	0.9	195.083333333
15	4	0	1	195.083333333
15	4	1	0	63.1666666667
15	4	1	0.1	66.8333333333
15	4	1	0.2	71.4166666667
15	4	1	0.3	71.4166666667
15	4	1	0.4	71.4166666667
15	4	1	0.5	71.4166666667
15	4	1	0.6	71.4166666667
15	4	1	0.7	71.4166666667
15	4	1	0.8	71.4166666667
15	4	1	0.9	71.4166666667
15	4	1	1	71.4166666667
15	5	0	0	63.1666666667
15	5	0	0.1	66.8333333333
15	5	0	0.2	71.4166666667
15	5	0	0.3	77.3095238095
15	5	0	0.4	85.1666666667
15	5	0	0.5	96.1666666667
15	5	0	0.6	112.666666667
15	5	0	0.7	140.166666667
15	5	0	0.8	195.083333333
15	5	0	0.9	195.083333333
15	5	0	1	195.083333333
15	5	1	0	63.1666666667
15	5	1	0.1	66.8333333333
15	5	1	0.2	71.4166666667
15	5	1	0.3	71.4166666667
15	5	1	0.4	71.4166666667
15	5	1	0.5	71.4166666667
15	5	1	0.6	71.4166666667
15	5	1	0.7	71.4166666667
15	5	1	0.8	71.4166666667
15	5	1	0.9	71.4166666667
15	5	1	1	71.4166666667
16	1	0	0	63.1666666667
16	1	0	0.1	66.8333333333
16	1	0	0.2	71.4166666667
16	1	0	0.3	77.3095238095
16	1	0	0.4	85.1666666667
16	1	0	0.5	96.1666666667
16	1	0	0.6	112.666666667
16	1	0	0.7	140.166666667
16	1	0	0.8	195.083333333
16	1	0	0.9	195.083333333
16	1	0	1	195.083333333
16	1	1	0	63.1666666667
16	1	1	0.1	66.8333333333
16	1	1	0.2	71.4166666667
16	1	1	0.3	71.4166666667
16	1	1	0.4	71.4166666667
16	1	1	0.5	71.4166666667
16	1	1	0.6	71.4166666667
16	1	1	0.7	71.4166666667
16	1	1	0.8	71.4166666667
16	1	1	0.9	71.4166666667
16	1	1	1	71.4166666667
16	2	0	0	63.1666666667
16	2	0	0.1	67.1363636364
16	2	0	0.2	72.2061403509
16	2	0	0.3	78.9166666667
16	2	0	0.4	88.2435897436
16	2	0	0.5	102.166666667
16	2	0	0.6	120.166666667
16	2	0	0.7	150.166666667
16	2	0	0.8	195.083333333
16	2	0	0.9	195.083333333
16	2	0	1	195.083333333
16	2	1	0	63.1666666667
16	2	1	0.1	67.1363636364
16	2	1	0.2	71.4166666667
16	2	1	0.3	71.4166666667
16	2	1	0.4	71.4166666667
16	2	1	0.5	71.4166666667
16	2	1	0.6	71.4166666667
16	2	1	0.7	71.4166666667
16	2	1	0.8	71.4166666667
16	2	1	0.9	71.4166666667
16	2	1	1	71.4166666667
16	3	0	0	63.1666666667
16	3	0	0.1	67.6176470588
16	3	0	0.2	73.5595238095
16	3	0	0.3	81.5952380952
